App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
App 8187,GAME,4.5,147472,74M,"1,000+",Free,12.74,Mature 17+,Action,23-Mar-17,1.0,Varies with device
App 8188,TOOLS,3.1,68721,74M,"100,000+",Paid,0,Teen,Education,15-Mar-16,1.0,4.2 and up
App 8189,GAME,,853822,Varies with device,"1,000+",Free,0,Mature 17+,Puzzle,18-Dec-17,Varies with device,5.0 and up
App 8190,TOOLS,,982483,Varies with device,"100,000+",Paid,4.84,Teen,Action,14-Feb-17,2.0,4.2 and up
App 8191,PERSONALIZATION,1.4,297078,Varies with device,"10,000+",Free,10.94,Everyone,Puzzle,17-Jan-18,1.0,Varies with device
App 8192,ENTERTAINMENT,1.7,676998,Varies with device,"1,000,000+",Free,16.21,Mature 17+,Puzzle,11-Aug-16,2.0,4.1 and up
App 8193,BUSINESS,2.5,228073,74M,"1,000+",Paid,21.61,Everyone,Simulation,13-Mar-16,2.0,4.0 and up
App 8194,BUSINESS,4.8,597034,Varies with device,"10,000,000+",Paid,0,Everyone 10+,Puzzle,08-Jun-17,1.1,5.0 and up
App 8195,TOOLS,,687157,74M,"1,000,000+",Paid,46.5,Everyone 10+,Tools,13-May-17,2.0,Varies with device
App 8196,FAMILY,4.3,467331,Varies with device,"1,000,000+",Paid,0,Everyone 10+,Simulation,08-Jun-17,2.0,4.1 and up
App 8197,BUSINESS,1.9,586438,Varies with device,"100,000+",Free,0,Everyone 10+,Tools,22-Dec-17,1.5,5.0 and up
App 8198,BUSINESS,3.3,831589,Varies with device,"1,000+",Paid,22.69,Mature 17+,Education,25-May-18,1.0,4.2 and up
App 8199,BUSINESS,3.3,650275,Varies with device,"10,000,000+",Free,20.29,Teen,Entertainment,20-Jun-18,2.0,4.1 and up
App 8200,FAMILY,4.7,308559,Varies with device,"1,000,000+",Free,0,Everyone,Simulation,10-Sep-18,1.0,5.0 and up
App 8201,FAMILY,4.7,259880,74M,"1,000,000+",Paid,7.83,Everyone 10+,Education,26-Apr-17,1.0,4.0 and up
App 8202,BUSINESS,3.1,641278,Varies with device,"100,000+",Free,0,Mature 17+,Simulation,03-Feb-16,1.5,4.2 and up
App 8203,GAME,2.9,284693,74M,"100,000+",Paid,0,Teen,Education,28-Mar-16,Varies with device,4.1 and up
App 8204,FAMILY,,5433,Varies with device,"100,000+",Paid,0,Mature 17+,Action,21-May-17,1.0,Varies with device
App 8205,FAMILY,3.7,616147,74M,"1,000+",Paid,37.23,Teen,Education,19-Nov-16,1.5,4.1 and up
App 8206,GAME,4.8,348166,74M,"10,000+",Paid,13.08,Everyone 10+,Puzzle,01-Jul-17,1.0,5.0 and up
App 8207,TOOLS,4.2,817155,Varies with device,"10,000+",Paid,20.87,Everyone 10+,Simulation,16-Jun-17,2.0,4.2 and up
App 8208,TOOLS,3.5,899457,Varies with device,"1,000,000+",Free,0,Mature 17+,Puzzle,16-Sep-16,1.1,4.0 and up
App 8209,TOOLS,,83445,Varies with device,"1,000,000+",Free,0,Mature 17+,Tools,14-Jun-18,2.0,4.2 and up
App 8210,FAMILY,4.1,639895,74M,"1,000,000+",Paid,38.31,Everyone,Tools,03-May-18,Varies with device,5.0 and up
App 8211,FAMILY,2.9,807719,Varies with device,"1,000+",Paid,0,Teen,Puzzle,25-Jul-18,2.0,Varies with device
App 8212,GAME,4.5,817443,Varies with device,"1,000+",Free,38.35,Mature 17+,Simulation,21-Mar-17,2.0,Varies with device
App 8213,TOOLS,1.1,253439,74M,"10,000,000+",Paid,0,Everyone 10+,Entertainment,20-May-18,1.0,4.0 and up
App 8214,EDUCATION,2.5,602106,74M,"1,000+",Paid,0,Mature 17+,Simulation,10-Jul-18,Varies with device,5.0 and up
App 8215,EDUCATION,1.1,915293,Varies with device,"10,000+",Free,0,Teen,Puzzle,21-Oct-18,Varies with device,4.1 and up
App 8216,GAME,4.5,501633,74M,"1,000+",Free,20.47,Teen,Entertainment,05-Jun-17,1.5,4.2 and up
App 8217,FAMILY,1.6,571738,74M,"1,000+",Free,10.21,Everyone 10+,Simulation,28-May-18,2.0,5.0 and up
App 8218,BUSINESS,2.8,239800,Varies with device,"10,000,000+",Free,33.65,Everyone 10+,Entertainment,28-Jun-16,1.0,4.2 and up
App 8219,FAMILY,3.1,896064,74M,"100,000+",Free,0,Mature 17+,Tools,25-Oct-18,1.5,4.2 and up
App 8220,EDUCATION,3.9,509960,74M,"1,000+",Free,0,Everyone,Puzzle,08-Apr-18,1.1,4.0 and up
App 8221,TOOLS,,605296,Varies with device,"1,000+",Paid,0,Mature 17+,Puzzle,18-Mar-17,1.1,4.0 and up
App 8222,BUSINESS,3.8,538385,74M,"10,000,000+",Free,8.17,Mature 17+,Education,08-Jan-18,1.0,4.0 and up
App 8223,BUSINESS,1.1,436765,Varies with device,"10,000,000+",Paid,21.14,Mature 17+,Action,18-May-17,1.0,4.0 and up
App 8224,FAMILY,3.1,166510,74M,"10,000,000+",Paid,19.91,Mature 17+,Tools,08-Feb-16,Varies with device,4.2 and up
App 8225,BUSINESS,4.4,702280,Varies with device,"100,000+",Paid,39.8,Mature 17+,Education,11-Dec-17,1.0,5.0 and up
App 8226,GAME,1.9,449508,74M,"1,000+",Paid,34.19,Mature 17+,Entertainment,07-Oct-18,2.0,4.1 and up
App 8227,EDUCATION,4.1,278458,74M,"100,000+",Paid,20.89,Everyone,Simulation,01-May-17,1.0,4.1 and up
App 8228,FAMILY,2.3,85621,74M,"1,000+",Paid,0,Everyone 10+,Education,01-Mar-17,Varies with device,4.0 and up
App 8229,TOOLS,3.6,580582,Varies with device,"10,000+",Paid,5.7,Everyone 10+,Entertainment,17-Apr-17,2.0,4.2 and up
App 8230,TOOLS,3.4,893915,Varies with device,"1,000,000+",Paid,0,Mature 17+,Tools,08-Mar-16,2.0,4.0 and up
App 8231,FAMILY,2.5,690373,Varies with device,"1,000,000+",Free,0,Everyone,Tools,08-Apr-16,1.0,5.0 and up
App 8232,GAME,1.8,747074,Varies with device,"1,000+",Paid,0,Teen,Tools,28-Feb-17,Varies with device,4.0 and up
App 8233,FAMILY,1.9,148581,74M,"10,000+",Free,0,Everyone,Simulation,14-Apr-18,1.1,5.0 and up
App 8234,BUSINESS,,258363,Varies with device,"10,000,000+",Free,0,Everyone 10+,Tools,18-Aug-16,2.0,4.1 and up
App 8235,TOOLS,2.9,797628,74M,"1,000+",Paid,0,Everyone,Education,20-Mar-18,1.0,4.0 and up
App 8236,GAME,,528876,Varies with device,"1,000+",Paid,0,Everyone 10+,Puzzle,16-Aug-16,2.0,4.2 and up
App 8237,ENTERTAINMENT,1.7,685424,Varies with device,"100,000+",Paid,40.85,Mature 17+,Puzzle,03-Mar-17,2.0,Varies with device
App 8238,GAME,3.2,492984,Varies with device,"100,000+",Free,0,Mature 17+,Action,05-Apr-17,2.0,4.0 and up
App 8239,PERSONALIZATION,1.8,562464,74M,"10,000,000+",Free,0,Everyone 10+,Tools,07-Apr-18,1.0,Varies with device
App 8240,ENTERTAINMENT,3.1,876343,Varies with device,"1,000+",Free,11.36,Teen,Puzzle,24-Mar-17,1.0,4.0 and up
App 8241,BUSINESS,4.7,117875,74M,"10,000,000+",Paid,0,Mature 17+,Action,11-Dec-17,1.1,Varies with device
App 8242,FAMILY,,435379,Varies with device,"10,000+",Paid,36.27,Everyone,Tools,03-Nov-17,1.1,4.1 and up
App 8243,FAMILY,3.8,917861,74M,"1,000,000+",Paid,17.96,Everyone,Puzzle,01-Sep-17,1.1,4.1 and up
App 8244,GAME,,213024,74M,"10,000+",Free,21.92,Everyone,Education,12-May-16,1.0,4.2 and up
App 8245,TOOLS,4.6,693335,Varies with device,"10,000+",Paid,0,Everyone,Simulation,01-Oct-17,1.5,4.1 and up
App 8246,BUSINESS,2.6,991867,Varies with device,"1,000+",Paid,30.7,Everyone,Puzzle,12-Jan-18,1.1,Varies with device
App 8247,GAME,2.3,344265,Varies with device,"1,000+",Paid,16.02,Teen,Education,12-Aug-18,2.0,4.0 and up
App 8248,PERSONALIZATION,2.6,743399,Varies with device,"10,000+",Paid,29.47,Everyone 10+,Entertainment,15-Dec-18,1.1,4.1 and up
App 8249,FAMILY,3.0,501070,Varies with device,"1,000+",Free,10.4,Everyone 10+,Simulation,27-Jul-16,Varies with device,4.0 and up
App 8250,BUSINESS,1.2,69253,74M,"1,000,000+",Paid,4.2,Everyone,Entertainment,13-Feb-17,Varies with device,5.0 and up
App 8251,PERSONALIZATION,3.9,525552,74M,"10,000+",Free,0,Mature 17+,Tools,15-Dec-17,1.0,5.0 and up
App 8252,FAMILY,1.3,532576,Varies with device,"10,000,000+",Paid,23.51,Everyone,Tools,28-Apr-16,2.0,5.0 and up
App 8253,GAME,3.9,528759,74M,"10,000,000+",Free,0,Everyone 10+,Education,28-May-16,1.1,5.0 and up
App 8254,PERSONALIZATION,4.5,300476,Varies with device,"100,000+",Free,34.95,Everyone 10+,Simulation,21-Jul-18,Varies with device,4.1 and up
App 8255,TOOLS,2.1,151298,Varies with device,"100,000+",Paid,5.65,Teen,Puzzle,05-May-18,1.5,4.2 and up
App 8256,FAMILY,1.8,858402,Varies with device,"100,000+",Paid,0,Everyone,Tools,09-Aug-18,2.0,4.1 and up
App 8257,GAME,4.5,848213,74M,"10,000+",Paid,0,Teen,Tools,09-Aug-16,1.5,4.1 and up
App 8258,ENTERTAINMENT,,73520,74M,"1,000+",Paid,0,Mature 17+,Tools,27-Apr-18,Varies with device,4.1 and up
App 8259,FAMILY,,88740,Varies with device,"100,000+",Paid,0,Teen,Action,16-Jun-17,Varies with device,4.1 and up
App 8260,TOOLS,1.3,726537,Varies with device,"1,000+",Free,0,Everyone,Education,04-Nov-18,1.0,4.2 and up
App 8261,BUSINESS,3.1,323785,Varies with device,"100,000+",Free,0,Everyone,Education,13-Jan-16,1.0,4.1 and up
App 8262,BUSINESS,3.2,412283,74M,"1,000,000+",Paid,0,Teen,Entertainment,20-Feb-18,Varies with device,Varies with device
App 8263,GAME,2.5,779274,74M,"1,000,000+",Free,7.83,Everyone 10+,Entertainment,08-Apr-16,1.0,4.0 and up
App 8264,FAMILY,4.1,183546,74M,"10,000,000+",Paid,0,Mature 17+,Action,11-Nov-17,1.5,4.1 and up
App 8265,PERSONALIZATION,1.5,757919,Varies with device,"10,000+",Free,0,Everyone,Tools,04-Oct-16,1.1,5.0 and up
App 8266,BUSINESS,1.4,286541,74M,"1,000+",Free,0,Everyone 10+,Puzzle,03-Jul-18,Varies with device,Varies with device
App 8267,PERSONALIZATION,2.2,241206,74M,"10,000+",Paid,0,Everyone,Entertainment,25-Dec-17,Varies with device,5.0 and up
App 8268,GAME,2.0,452694,Varies with device,"100,000+",Free,36.86,Mature 17+,Tools,06-Oct-17,1.5,4.1 and up
App 8269,FAMILY,3.0,858083,Varies with device,"1,000,000+",Paid,49.63,Everyone 10+,Action,16-Nov-17,1.0,4.1 and up
App 8270,TOOLS,2.9,401644,Varies with device,"10,000+",Free,0,Mature 17+,Tools,28-Sep-17,2.0,4.0 and up
App 8271,PERSONALIZATION,3.9,506412,Varies with device,"100,000+",Free,6.11,Mature 17+,Education,08-Nov-18,1.1,4.1 and up
App 8272,BUSINESS,3.9,241238,Varies with device,"1,000,000+",Paid,0,Everyone 10+,Puzzle,23-May-18,Varies with device,4.2 and up
App 8273,EDUCATION,4.6,843991,74M,"100,000+",Free,37.5,Everyone,Simulation,10-Jul-17,1.1,4.0 and up
App 8274,ENTERTAINMENT,4.4,661256,74M,"1,000,000+",Paid,0,Everyone,Action,15-May-17,Varies with device,5.0 and up
App 8275,EDUCATION,2.7,137758,74M,"1,000,000+",Free,6.53,Mature 17+,Entertainment,09-Mar-16,Varies with device,Varies with device
App 8276,PERSONALIZATION,4.6,715394,74M,"1,000,000+",Paid,0,Everyone 10+,Simulation,10-Nov-18,1.1,4.0 and up
App 8277,BUSINESS,4.5,789466,74M,"100,000+",Free,7.21,Everyone 10+,Puzzle,16-Sep-17,1.5,4.1 and up
App 8278,ENTERTAINMENT,2.9,943142,74M,"1,000+",Free,26.73,Everyone 10+,Entertainment,21-Feb-16,Varies with device,4.2 and up
App 8279,ENTERTAINMENT,1.2,107476,Varies with device,"1,000+",Free,0,Everyone 10+,Entertainment,16-Feb-18,1.1,4.0 and up
App 8280,BUSINESS,4.5,623482,Varies with device,"1,000,000+",Free,0,Teen,Education,05-Nov-17,1.0,4.2 and up
App 8281,PERSONALIZATION,4.4,96359,Varies with device,"1,000,000+",Free,32.17,Everyone 10+,Entertainment,04-Jul-16,1.1,4.2 and up
App 8282,EDUCATION,1.7,879678,74M,"10,000+",Paid,0,Teen,Puzzle,18-Apr-16,Varies with device,5.0 and up
App 8283,EDUCATION,1.5,287098,74M,"100,000+",Paid,14.66,Teen,Entertainment,07-May-18,1.5,4.1 and up
App 8284,PERSONALIZATION,1.0,947422,74M,"1,000+",Free,5.99,Everyone,Puzzle,08-Jan-17,2.0,4.1 and up
App 8285,BUSINESS,4.0,874160,Varies with device,"1,000+",Free,39.65,Everyone,Action,06-Jun-18,1.0,5.0 and up
App 8286,EDUCATION,2.7,659073,Varies with device,"1,000+",Paid,12.83,Mature 17+,Tools,14-Feb-16,2.0,4.0 and up
App 8287,ENTERTAINMENT,1.5,929749,Varies with device,"10,000+",Paid,42.51,Teen,Puzzle,24-Feb-17,2.0,Varies with device
App 8288,TOOLS,,961160,Varies with device,"1,000,000+",Paid,35.42,Mature 17+,Entertainment,04-Jun-17,1.5,4.2 and up
App 8289,EDUCATION,3.7,612630,Varies with device,"10,000+",Free,0,Mature 17+,Action,24-Dec-18,Varies with device,4.1 and up
App 8290,TOOLS,2.4,700054,74M,"100,000+",Paid,12.99,Mature 17+,Puzzle,03-Dec-17,Varies with device,5.0 and up
App 8291,FAMILY,2.2,842008,74M,"100,000+",Paid,0,Teen,Action,14-Dec-17,1.1,5.0 and up
App 8292,BUSINESS,4.0,396006,Varies with device,"1,000+",Paid,13.68,Everyone 10+,Education,04-Mar-18,1.1,Varies with device
App 8293,FAMILY,1.4,306873,Varies with device,"1,000,000+",Paid,0,Mature 17+,Puzzle,08-Jul-16,1.1,Varies with device
App 8294,TOOLS,1.4,118149,Varies with device,"1,000,000+",Free,0,Mature 17+,Simulation,02-May-17,1.0,4.2 and up
App 8295,GAME,4.1,53536,Varies with device,"1,000+",Free,21.77,Mature 17+,Tools,21-Sep-17,1.0,Varies with device
App 8296,EDUCATION,4.0,906279,74M,"100,000+",Paid,27.78,Mature 17+,Simulation,26-Oct-18,Varies with device,Varies with device
App 8297,BUSINESS,4.2,382981,74M,"10,000,000+",Paid,21.5,Mature 17+,Action,22-Sep-17,1.5,4.2 and up
App 8298,EDUCATION,4.8,208196,74M,"1,000+",Free,2.08,Everyone 10+,Puzzle,08-Sep-17,1.1,4.1 and up
App 8299,BUSINESS,2.4,265807,74M,"100,000+",Paid,44.56,Mature 17+,Puzzle,25-Sep-18,1.0,Varies with device
App 8300,BUSINESS,2.0,583239,74M,"10,000,000+",Free,0,Teen,Entertainment,12-Nov-16,1.5,Varies with device
App 8301,ENTERTAINMENT,4.8,195173,Varies with device,"100,000+",Paid,0,Everyone,Action,08-Nov-17,1.5,4.2 and up
App 8302,TOOLS,,739211,Varies with device,"10,000,000+",Paid,0,Everyone 10+,Education,07-May-18,Varies with device,4.0 and up
App 8303,FAMILY,4.9,332552,Varies with device,"100,000+",Paid,0,Mature 17+,Entertainment,06-Dec-17,1.0,4.1 and up
App 8304,FAMILY,3.4,477628,74M,"10,000+",Free,0,Mature 17+,Entertainment,27-Aug-18,2.0,4.1 and up
App 8305,FAMILY,1.8,778690,74M,"1,000+",Paid,0,Mature 17+,Entertainment,14-Jun-17,2.0,4.2 and up
App 8306,GAME,2.1,179643,Varies with device,"10,000,000+",Paid,0.3,Everyone 10+,Education,15-Jan-17,1.1,4.0 and up
App 8307,BUSINESS,,867103,74M,"1,000+",Free,0,Everyone,Tools,27-Nov-16,2.0,5.0 and up
App 8308,BUSINESS,4.5,480644,74M,"1,000,000+",Free,34.47,Everyone,Puzzle,15-Mar-16,2.0,4.1 and up
App 8309,ENTERTAINMENT,2.4,754214,74M,"1,000+",Free,18.28,Everyone,Puzzle,10-Jul-16,1.0,4.0 and up
App 8310,BUSINESS,,795183,74M,"10,000+",Free,0,Everyone,Action,22-Oct-18,2.0,Varies with device
App 8311,PERSONALIZATION,4.2,616828,Varies with device,"100,000+",Free,40.21,Mature 17+,Education,28-Aug-18,1.1,5.0 and up
App 8312,FAMILY,2.7,500860,Varies with device,"1,000+",Paid,0,Mature 17+,Simulation,07-Dec-17,1.1,4.2 and up
App 8313,BUSINESS,3.4,272668,Varies with device,"1,000,000+",Free,0,Teen,Puzzle,27-Apr-17,2.0,Varies with device
App 8314,BUSINESS,2.5,672642,Varies with device,"1,000,000+",Free,0,Teen,Simulation,22-Jul-17,Varies with device,4.1 and up
App 8315,BUSINESS,4.8,670672,74M,"100,000+",Free,0,Everyone 10+,Puzzle,26-Jan-16,1.0,4.2 and up
App 8316,PERSONALIZATION,3.3,796386,74M,"10,000+",Paid,2.63,Teen,Simulation,08-Oct-17,2.0,4.1 and up
App 8317,GAME,3.4,233032,74M,"1,000,000+",Free,13.99,Everyone 10+,Action,20-Apr-16,1.5,4.2 and up
App 8318,ENTERTAINMENT,2.0,815277,Varies with device,"1,000,000+",Paid,20.57,Mature 17+,Tools,25-Apr-18,Varies with device,Varies with device
App 8319,BUSINESS,2.6,648016,74M,"10,000,000+",Paid,14.64,Everyone 10+,Simulation,07-Feb-18,1.5,4.2 and up
App 8320,BUSINESS,,376711,Varies with device,"10,000,000+",Free,14.09,Mature 17+,Education,23-Jun-18,2.0,5.0 and up
App 8321,GAME,2.4,136665,Varies with device,"1,000,000+",Paid,0,Teen,Education,21-Jan-17,1.1,4.1 and up
App 8322,PERSONALIZATION,3.5,444783,Varies with device,"1,000,000+",Free,0,Everyone 10+,Simulation,06-Jul-16,1.1,Varies with device
App 8323,TOOLS,1.7,407443,74M,"100,000+",Free,29.09,Everyone 10+,Education,03-May-17,Varies with device,5.0 and up
App 8324,BUSINESS,3.2,895911,74M,"10,000+",Paid,13.58,Teen,Puzzle,27-Nov-18,1.1,5.0 and up
App 8325,PERSONALIZATION,,195309,74M,"1,000+",Paid,22.99,Everyone 10+,Entertainment,09-Feb-17,1.5,4.1 and up
App 8326,GAME,4.1,541602,74M,"10,000+",Free,0,Teen,Education,13-May-16,1.5,4.0 and up
App 8327,GAME,3.3,744656,Varies with device,"10,000+",Free,0,Everyone,Education,17-May-17,1.1,Varies with device
App 8328,BUSINESS,2.1,237785,Varies with device,"1,000+",Free,29.26,Everyone,Action,02-Mar-16,1.5,Varies with device
App 8329,BUSINESS,1.7,56013,74M,"1,000,000+",Free,39.96,Mature 17+,Action,07-Feb-18,1.5,5.0 and up
App 8330,TOOLS,4.4,784032,74M,"10,000+",Free,0,Mature 17+,Entertainment,15-Mar-17,1.0,Varies with device
App 8331,PERSONALIZATION,3.3,611815,74M,"10,000,000+",Paid,33.12,Everyone,Tools,27-Jun-16,1.0,Varies with device
App 8332,EDUCATION,3.0,195840,Varies with device,"1,000+",Free,44.43,Mature 17+,Tools,24-Apr-17,2.0,5.0 and up
App 8333,TOOLS,1.1,899518,Varies with device,"10,000+",Paid,0,Mature 17+,Entertainment,11-Mar-17,1.1,4.2 and up
App 8334,EDUCATION,4.5,459503,Varies with device,"1,000,000+",Paid,0,Everyone,Tools,16-Aug-17,1.5,Varies with device
App 8335,FAMILY,3.3,526022,Varies with device,"10,000,000+",Paid,0,Teen,Tools,09-Jun-18,1.1,5.0 and up
App 8336,GAME,1.4,457884,Varies with device,"100,000+",Paid,12.54,Everyone 10+,Education,27-Sep-17,2.0,Varies with device
App 8337,FAMILY,4.9,390256,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,02-May-16,1.0,4.0 and up
App 8338,ENTERTAINMENT,2.8,820301,Varies with device,"10,000,000+",Free,0,Mature 17+,Simulation,21-Aug-16,2.0,4.2 and up
App 8339,PERSONALIZATION,3.9,389502,Varies with device,"1,000+",Free,31.46,Everyone,Action,03-Aug-17,Varies with device,4.2 and up
App 8340,PERSONALIZATION,3.0,473752,74M,"1,000,000+",Free,11.03,Teen,Simulation,04-Oct-18,2.0,4.0 and up
App 8341,PERSONALIZATION,1.8,696115,Varies with device,"10,000,000+",Free,17.73,Everyone,Tools,10-Jun-16,Varies with device,4.1 and up
App 8342,PERSONALIZATION,3.8,869046,74M,"1,000+",Free,0,Teen,Simulation,01-Jul-16,1.0,5.0 and up
App 8343,PERSONALIZATION,1.8,963619,74M,"100,000+",Free,43.13,Mature 17+,Education,28-Jan-18,1.5,5.0 and up
App 8344,TOOLS,3.0,657378,Varies with device,"100,000+",Free,0,Mature 17+,Puzzle,20-Aug-16,1.1,Varies with device
App 8345,BUSINESS,,250898,Varies with device,"1,000,000+",Free,0,Everyone 10+,Action,04-Jul-18,1.5,5.0 and up
App 8346,BUSINESS,,510361,Varies with device,"10,000,000+",Paid,0,Mature 17+,Tools,14-Apr-16,2.0,4.2 and up
App 8347,BUSINESS,2.8,405891,Varies with device,"100,000+",Paid,13.53,Everyone,Simulation,15-Sep-17,2.0,4.1 and up
App 8348,FAMILY,1.2,670398,74M,"1,000,000+",Paid,0,Everyone,Education,26-Feb-18,2.0,4.2 and up
App 8349,TOOLS,1.3,254104,74M,"1,000+",Free,3.87,Everyone,Action,09-Apr-18,1.1,4.0 and up
App 8350,ENTERTAINMENT,1.7,345271,Varies with device,"100,000+",Free,3.4,Teen,Tools,22-Aug-17,1.5,5.0 and up
App 8351,GAME,1.1,233765,Varies with device,"1,000,000+",Paid,0,Everyone,Tools,18-Mar-18,Varies with device,4.2 and up
App 8352,PERSONALIZATION,2.7,397575,Varies with device,"10,000+",Free,34.08,Teen,Simulation,03-Jun-16,1.0,4.2 and up
App 8353,BUSINESS,4.0,526102,74M,"10,000+",Paid,0,Everyone 10+,Simulation,01-Jul-16,1.5,5.0 and up
App 8354,BUSINESS,3.5,596157,Varies with device,"10,000,000+",Paid,3.95,Teen,Simulation,06-Apr-17,1.1,Varies with device
App 8355,BUSINESS,1.8,423215,Varies with device,"100,000+",Paid,19.15,Mature 17+,Puzzle,23-Mar-17,1.5,4.0 and up
App 8356,EDUCATION,1.4,166103,Varies with device,"100,000+",Free,0,Teen,Simulation,02-Nov-17,2.0,5.0 and up
App 8357,TOOLS,1.9,602444,Varies with device,"100,000+",Paid,34.9,Mature 17+,Puzzle,28-Jul-17,1.0,4.0 and up
App 8358,ENTERTAINMENT,4.5,106677,Varies with device,"1,000+",Paid,44.67,Everyone 10+,Action,22-Dec-17,1.0,5.0 and up
App 8359,EDUCATION,1.2,742460,Varies with device,"1,000+",Free,18.25,Mature 17+,Tools,20-Jan-16,Varies with device,4.2 and up
App 8360,EDUCATION,3.0,169110,Varies with device,"10,000+",Paid,48.2,Mature 17+,Tools,14-Jul-18,Varies with device,Varies with device
App 8361,FAMILY,1.5,194080,74M,"1,000,000+",Paid,0,Everyone 10+,Tools,25-Dec-17,1.0,4.0 and up
App 8362,TOOLS,4.4,781091,74M,"100,000+",Free,0,Everyone,Entertainment,03-Apr-16,1.0,5.0 and up
App 8363,FAMILY,1.8,251774,74M,"1,000+",Free,14.82,Mature 17+,Entertainment,26-Jul-16,Varies with device,4.0 and up
App 8364,PERSONALIZATION,4.6,74031,74M,"1,000,000+",Free,0,Everyone 10+,Education,12-Nov-17,Varies with device,4.1 and up
App 8365,ENTERTAINMENT,2.5,498130,Varies with device,"1,000+",Paid,22.12,Teen,Education,05-May-16,2.0,5.0 and up
App 8366,ENTERTAINMENT,1.9,415085,Varies with device,"10,000+",Paid,15.05,Mature 17+,Action,22-Aug-18,Varies with device,5.0 and up
App 8367,PERSONALIZATION,1.7,85843,Varies with device,"1,000,000+",Paid,15.9,Mature 17+,Action,03-Feb-17,1.5,4.1 and up
App 8368,ENTERTAINMENT,1.8,513643,74M,"10,000,000+",Free,0,Everyone,Action,08-Apr-17,1.0,5.0 and up
App 8369,ENTERTAINMENT,4.1,866921,74M,"1,000+",Paid,23.19,Teen,Action,20-Jan-16,1.1,4.0 and up
App 8370,FAMILY,2.2,683697,74M,"10,000+",Free,29.94,Mature 17+,Puzzle,25-Oct-17,1.0,Varies with device
App 8371,ENTERTAINMENT,1.6,192349,74M,"1,000+",Free,41.56,Everyone 10+,Education,28-Jul-17,1.1,Varies with device
App 8372,FAMILY,2.9,338528,74M,"1,000+",Paid,0,Mature 17+,Simulation,02-Jan-18,1.1,4.0 and up
App 8373,TOOLS,2.5,180852,74M,"1,000+",Free,0,Everyone 10+,Simulation,15-Jul-17,1.0,Varies with device
App 8374,ENTERTAINMENT,3.2,470797,74M,"100,000+",Paid,19.91,Teen,Simulation,19-Dec-18,1.5,4.1 and up
App 8375,ENTERTAINMENT,2.2,821299,Varies with device,"1,000+",Paid,0,Everyone 10+,Puzzle,09-Nov-16,2.0,4.1 and up
App 8376,PERSONALIZATION,4.2,19835,Varies with device,"1,000+",Free,0,Everyone 10+,Action,27-Mar-18,1.5,Varies with device
App 8377,EDUCATION,3.9,862721,74M,"10,000,000+",Paid,0,Mature 17+,Tools,04-Nov-16,2.0,4.0 and up
App 8378,ENTERTAINMENT,2.2,801571,Varies with device,"1,000+",Free,30.6,Everyone,Tools,16-Mar-17,2.0,Varies with device
App 8379,GAME,3.0,587859,Varies with device,"1,000,000+",Free,46.24,Mature 17+,Action,04-Dec-17,2.0,4.0 and up
App 8380,PERSONALIZATION,3.1,848915,74M,"1,000+",Paid,0,Everyone 10+,Entertainment,26-Dec-17,2.0,4.0 and up
App 8381,GAME,2.8,719487,74M,"100,000+",Free,32.37,Everyone,Puzzle,23-May-17,1.1,Varies with device
App 8382,EDUCATION,1.3,340284,74M,"1,000,000+",Free,18.54,Mature 17+,Puzzle,18-Mar-17,1.0,4.2 and up
App 8383,ENTERTAINMENT,1.7,107247,74M,"100,000+",Paid,41.85,Mature 17+,Tools,26-Feb-18,2.0,Varies with device
App 8384,PERSONALIZATION,4.4,456733,74M,"10,000+",Free,40.15,Mature 17+,Puzzle,06-Nov-18,1.0,4.0 and up
App 8385,TOOLS,3.8,347126,Varies with device,"10,000+",Free,0,Everyone 10+,Simulation,09-Mar-16,Varies with device,4.0 and up
App 8386,EDUCATION,4.3,967931,Varies with device,"1,000,000+",Free,13.96,Mature 17+,Entertainment,02-Sep-17,Varies with device,5.0 and up
App 8387,GAME,,635577,74M,"100,000+",Free,0,Everyone 10+,Action,14-Feb-17,2.0,4.0 and up
App 8388,PERSONALIZATION,3.3,251726,74M,"100,000+",Paid,36.13,Everyone 10+,Action,04-Dec-17,1.1,5.0 and up
App 8389,ENTERTAINMENT,,895508,74M,"1,000,000+",Free,46.96,Mature 17+,Puzzle,12-Jun-17,1.0,4.1 and up
App 8390,TOOLS,1.7,708523,74M,"1,000,000+",Free,0,Everyone,Tools,14-Nov-17,1.1,4.0 and up
App 8391,BUSINESS,3.5,198965,74M,"1,000+",Free,0,Everyone,Tools,03-Nov-17,1.0,5.0 and up
App 8392,FAMILY,3.4,518373,Varies with device,"10,000+",Free,0,Teen,Education,02-Dec-17,1.0,4.0 and up
App 8393,FAMILY,,752718,Varies with device,"1,000,000+",Free,25.62,Everyone,Puzzle,06-Dec-17,1.0,4.0 and up
App 8394,BUSINESS,,487438,Varies with device,"1,000,000+",Paid,24.48,Mature 17+,Entertainment,03-May-18,1.0,4.1 and up
App 8395,ENTERTAINMENT,3.3,885142,Varies with device,"1,000,000+",Paid,0,Mature 17+,Entertainment,15-Jul-16,1.1,4.1 and up
